,Name,Player_Id,assists_GW1,assists_GW2,assists_GW3,assists_GW4,assists_GW5,assists_GW6,assists_GW7,assists_GW8,assists_GW9,bonus_GW1,bonus_GW2,bonus_GW3,bonus_GW4,bonus_GW5,bonus_GW6,bonus_GW7,bonus_GW8,bonus_GW9,bps_GW1,bps_GW2,bps_GW3,bps_GW4,bps_GW5,bps_GW6,bps_GW7,bps_GW8,bps_GW9,clean_sheets_GW1,clean_sheets_GW2,clean_sheets_GW3,clean_sheets_GW4,clean_sheets_GW5,clean_sheets_GW6,clean_sheets_GW7,clean_sheets_GW8,clean_sheets_GW9,goals_scored_GW1,goals_scored_GW2,goals_scored_GW3,goals_scored_GW4,goals_scored_GW5,goals_scored_GW6,goals_scored_GW7,goals_scored_GW8,goals_scored_GW9,ict_index_GW1,ict_index_GW2,ict_index_GW3,ict_index_GW4,ict_index_GW5,ict_index_GW6,ict_index_GW7,ict_index_GW8,ict_index_GW9,saves_GW1,saves_GW2,saves_GW3,saves_GW4,saves_GW5,saves_GW6,saves_GW7,saves_GW8,saves_GW9,selected_GW1,selected_GW2,selected_GW3,selected_GW4,selected_GW5,selected_GW6,selected_GW7,selected_GW8,selected_GW9,total_points_GW1,total_points_GW2,total_points_GW3,total_points_GW4,total_points_GW5,total_points_GW6,total_points_GW7,total_points_GW8,total_points_GW9,transfers_balance_GW1,transfers_balance_GW2,transfers_balance_GW3,transfers_balance_GW4,transfers_balance_GW5,transfers_balance_GW6,transfers_balance_GW7,transfers_balance_GW8,transfers_balance_GW9,transfers_in_GW1,transfers_in_GW2,transfers_in_GW3,transfers_in_GW4,transfers_in_GW5,transfers_in_GW6,transfers_in_GW7,transfers_in_GW8,transfers_in_GW9,transfers_out_GW1,transfers_out_GW2,transfers_out_GW3,transfers_out_GW4,transfers_out_GW5,transfers_out_GW6,transfers_out_GW7,transfers_out_GW8,transfers_out_GW9,value_GW1,value_GW2,value_GW3,value_GW4,value_GW5,value_GW6,value_GW7,value_GW8,value_GW9
295,Okazaki,235,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,5.0,0.0,3.0,0.0,3.0,2.0,0,0.0,3.0,5.0,0.0,3.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,1.0,0.0,0.1,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77976,64017.0,44549.0,42702.0,41439.0,39658.0,38050.0,36787.0,35452.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,-18655.0,-20194.0,-4027.0,-2562.0,-2388.0,-2013.0,-1559.0,-1756.0,0,1498.0,273.0,1266.0,1619.0,978.0,594.0,462.0,482.0,0,20153.0,20467.0,5293.0,4181.0,3366.0,2607.0,2021.0,2238.0,55,55.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0
296,Iheanacho,236,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2,4.0,15.0,3.0,10.0,48.0,9.0,16.0,4.0,2,4.0,15.0,3.0,10.0,48.0,9.0,16.0,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4,1.4,1.1,2.0,3.2,12.6,2.6,4.8,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47721,66677.0,63685.0,60845.0,55157.0,54526.0,85599.0,84970.0,86030.0,2,1.0,5.0,1.0,4.0,12.0,2.0,5.0,2.0,0,4656.0,-5439.0,-5147.0,-7350.0,-1949.0,26490.0,-137.0,-461.0,0,12350.0,8933.0,4098.0,3542.0,3853.0,30904.0,8400.0,10520.0,0,7694.0,14372.0,9245.0,10892.0,5802.0,4414.0,8537.0,10981.0,60,60.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0
297,Ward,457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11225,11403.0,11054.0,10691.0,10447.0,10287.0,10093.0,9955.0,9828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-834.0,-695.0,-583.0,-429.0,-253.0,-270.0,-185.0,-180.0,0,86.0,73.0,78.0,77.0,79.0,39.0,36.0,35.0,0,920.0,768.0,661.0,506.0,332.0,309.0,221.0,215.0,45,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
298,Ghezzal,492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,3.0,28.0,8.0,-2.0,0.0,6.0,0.0,3,0.0,3.0,28.0,8.0,-2.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,1.4,9.9,5.5,0.5,0.0,1.3,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9921,10137.0,7309.0,6152.0,25150.0,22959.0,17938.0,14803.0,12501.0,1,0.0,1.0,8.0,2.0,0.0,0.0,1.0,1.0,0,-1295.0,-3088.0,-1416.0,16062.0,-1748.0,-5103.0,-3337.0,-2493.0,0,812.0,189.0,206.0,22355.0,2982.0,979.0,423.0,322.0,0,2107.0,3277.0,1622.0,6293.0,4730.0,6082.0,3760.0,2815.0,55,55.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0
299,Benkovic,501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899,3122.0,2871.0,2690.0,2084.0,1895.0,1751.0,1677.0,1598.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-469.0,-467.0,-363.0,-631.0,-223.0,-149.0,-76.0,-80.0,0,97.0,76.0,50.0,12.0,2.0,0.0,1.0,2.0,0,566.0,543.0,413.0,643.0,225.0,149.0,77.0,82.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
300,Soyuncu,515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574,3569.0,2657.0,2248.0,2081.0,2070.0,2018.0,2003.0,1991.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-768.0,-947.0,-460.0,-212.0,-83.0,-102.0,-61.0,-70.0,0,148.0,36.0,24.0,51.0,32.0,28.0,25.0,39.0,0,916.0,983.0,484.0,263.0,115.0,130.0,86.0,109.0,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
301,Mendy,527,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,13,10.0,13.0,14.0,26.0,14.0,10.0,12.0,,13,10.0,13.0,14.0,26.0,14.0,10.0,12.0,,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.4,1.4,1.4,2.5,1.4,1.2,0.9,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,37000.0,52385.0,54370.0,53776.0,58314.0,64617.0,69018.0,,3,2.0,1.0,2.0,5.0,3.0,2.0,2.0,,0,23207.0,10902.0,177.0,-1499.0,3174.0,5218.0,3307.0,,0,32524.0,20042.0,6990.0,3651.0,6439.0,8594.0,8680.0,,0,9317.0,9140.0,6813.0,5150.0,3265.0,3376.0,5373.0,,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,
302,Mignolet,237,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7587,8076.0,7750.0,7518.0,7222.0,7253.0,7297.0,7241.0,7293.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-852.0,-751.0,-566.0,-558.0,-186.0,-137.0,-166.0,-130.0,0,176.0,147.0,150.0,108.0,79.0,144.0,72.0,74.0,0,1028.0,898.0,716.0,666.0,265.0,281.0,238.0,204.0,50,50.0,50.0,49.0,49.0,49.0,49.0,49.0,48.0
303,Karius,238,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10305,10433.0,9657.0,7771.0,6801.0,6440.0,6175.0,5999.0,5834.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1563.0,-1312.0,-2012.0,-1059.0,-414.0,-292.0,-186.0,-186.0,0,217.0,162.0,48.0,13.0,17.0,6.0,5.0,13.0,0,1780.0,1474.0,2060.0,1072.0,431.0,298.0,191.0,199.0,50,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
304,Lovren,239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347393,207370.0,150965.0,124701.0,106653.0,98054.0,94072.0,92054.0,105485.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0,-137940.0,-61609.0,-28203.0,-18771.0,-9107.0,-4461.0,-2371.0,10775.0,0,862.0,254.0,166.0,128.0,91.0,408.0,324.0,13966.0,0,138802.0,61863.0,28369.0,18899.0,9198.0,4869.0,2695.0,3191.0,50,50.0,50.0,50.0,49.0,49.0,49.0,49.0,49.0
305,Moreno,240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22078,23454.0,21173.0,19066.0,17896.0,17373.0,16901.0,16377.0,16158.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3273.0,-3113.0,-2595.0,-1625.0,-835.0,-649.0,-620.0,-412.0,0,965.0,509.0,280.0,271.0,205.0,338.0,118.0,202.0,0,4238.0,3622.0,2875.0,1896.0,1040.0,987.0,738.0,614.0,45,45.0,44.0,44.0,43.0,43.0,43.0,43.0,42.0
306,Clyne,241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26690,24045.0,20101.0,17879.0,16620.0,16041.0,15601.0,15277.0,15021.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6583.0,-5082.0,-3142.0,-1889.0,-882.0,-627.0,-466.0,-426.0,0,895.0,426.0,224.0,202.0,150.0,145.0,72.0,125.0,0,7478.0,5508.0,3366.0,2091.0,1032.0,772.0,538.0,551.0,50,49.0,48.0,48.0,47.0,47.0,47.0,47.0,46.0
307,Gomez,242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,29.0,29.0,18.0,16.0,14.0,16.0,25.0,26.0,27,29.0,29.0,18.0,16.0,14.0,16.0,25.0,26.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.4,5.2,3.8,2.1,1.2,1.6,6.8,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13273,31448.0,63475.0,127360.0,159663.0,189946.0,172920.0,167689.0,192460.0,6,6.0,8.0,2.0,2.0,1.0,2.0,6.0,6.0,0,9890.0,24940.0,54698.0,25903.0,25131.0,-15832.0,-6512.0,19614.0,0,12209.0,30621.0,63851.0,41995.0,34073.0,4540.0,3164.0,26916.0,0,2319.0,5681.0,9153.0,16092.0,8942.0,20372.0,9676.0,7302.0,50,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0
308,Matip,243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,41.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,41.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630,3379.0,3339.0,3970.0,4367.0,4650.0,15050.0,14326.0,15095.0,0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0,-632.0,-358.0,47.0,-85.0,-33.0,7577.0,-1079.0,-289.0,0,124.0,161.0,325.0,249.0,185.0,8566.0,1211.0,1681.0,0,756.0,519.0,278.0,334.0,218.0,989.0,2290.0,1970.0,50,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
309,Klavan,244,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7541,5838.0,4718.0,4077.0,3493.0,3246.0,3097.0,3003.0,2903.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1800.0,-1228.0,-724.0,-599.0,-261.0,-157.0,-97.0,-108.0,0,73.0,28.0,32.0,11.0,3.0,6.0,1.0,8.0,0,1873.0,1256.0,756.0,610.0,264.0,163.0,98.0,116.0,45,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
310,Alexander-Arnold,245,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22,25.0,24.0,12.0,21.0,30.0,13.0,0.0,0.0,22,25.0,24.0,12.0,21.0,30.0,13.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.7,6.6,1.2,2.2,5.0,5.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787168,858617.0,908111.0,932919.0,873976.0,956808.0,1142685.0,1192821.0,1239222.0,5,5.0,5.0,2.0,6.0,11.0,2.0,0.0,0.0,0,12318.0,29331.0,12728.0,-62483.0,64832.0,172870.0,49718.0,32373.0,0,54988.0,96022.0,66257.0,30536.0,91597.0,192231.0,76944.0,87647.0,0,42670.0,66691.0,53529.0,93019.0,26765.0,19361.0,27226.0,55274.0,50,50.0,50.0,50.0,50.0,50.0,51.0,51.0,52.0
311,van Dijk,246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,31.0,29.0,9.0,7.0,15.0,18.0,24.0,28.0,29,31.0,29.0,9.0,7.0,15.0,18.0,24.0,28.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.2,3.0,2.1,1.7,2.5,4.0,1.9,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811455,930992.0,961887.0,1009383.0,966526.0,974407.0,842799.0,835869.0,823459.0,6,6.0,8.0,1.0,2.0,1.0,2.0,6.0,8.0,0,-9800.0,-17944.0,5768.0,-64508.0,-11498.0,-129650.0,-17690.0,-21934.0,0,27137.0,33865.0,40281.0,13822.0,20932.0,3042.0,8804.0,17625.0,0,36937.0,51809.0,34513.0,78330.0,32430.0,132692.0,26494.0,39559.0,60,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0
312,Robertson,247,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41,35.0,35.0,20.0,10.0,24.0,15.0,26.0,28.0,41,35.0,35.0,20.0,10.0,24.0,15.0,26.0,28.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.5,7.7,5.1,3.3,2.9,3.3,3.2,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720845,876719.0,1024109.0,1178533.0,1308899.0,1475126.0,1537823.0,1525643.0,1666151.0,11,7.0,9.0,5.0,2.0,7.0,2.0,6.0,8.0,0,67654.0,102358.0,117392.0,102355.0,143142.0,67105.0,-14582.0,105766.0,0,90652.0,147821.0,151514.0,159127.0,170915.0,108422.0,39027.0,128352.0,0,22998.0,45463.0,34122.0,56772.0,27773.0,41317.0,53609.0,22586.0,60,60.0,60.0,61.0,61.0,62.0,63.0,63.0,63.0
313,Chamberlain,248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117,1998.0,1827.0,1779.0,1781.0,1856.0,1899.0,1953.0,2021.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-416.0,-255.0,-107.0,-72.0,-37.0,-43.0,-25.0,-27.0,0,68.0,60.0,58.0,62.0,50.0,49.0,31.0,45.0,0,484.0,315.0,165.0,134.0,87.0,92.0,56.0,72.0,65,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0
314,Henderson,249,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9.0,14.0,14.0,3.0,15.0,17.0,19.0,12.0,3,9.0,14.0,14.0,3.0,15.0,17.0,19.0,12.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,2.9,0.9,0.7,1.8,1.1,3.6,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61150,62216.0,55445.0,49742.0,47664.0,45493.0,44622.0,44288.0,46805.0,1,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0,-7035.0,-8171.0,-6542.0,-3028.0,-2523.0,-1284.0,-698.0,1515.0,0,1774.0,911.0,583.0,901.0,586.0,701.0,834.0,3314.0,0,8809.0,9082.0,7125.0,3929.0,3109.0,1985.0,1532.0,1799.0,55,55.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0
315,Lallana,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73838,68008.0,60514.0,55083.0,49078.0,45901.0,44062.0,43054.0,42835.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,-10362.0,-8046.0,-5996.0,-6237.0,-3408.0,-1967.0,-1073.0,-438.0,0,431.0,221.0,198.0,137.0,33.0,40.0,42.0,286.0,0,10793.0,8267.0,6194.0,6374.0,3441.0,2007.0,1115.0,724.0,70,70.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
316,Mane,251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,37.0,7.0,29.0,7.0,4.0,1.0,4.0,0.0,52,37.0,7.0,29.0,7.0,4.0,1.0,4.0,0.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.5,13.5,3.4,7.3,10.0,4.1,2.9,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758512,1442654.0,1943590.0,2044583.0,2326567.0,2415929.0,2324407.0,2180231.0,1833402.0,16,10.0,3.0,10.0,2.0,3.0,1.0,3.0,0.0,0,465996.0,418475.0,72103.0,219951.0,75077.0,-83844.0,-148343.0,-352148.0,0,487799.0,455019.0,156122.0,274365.0,157414.0,49769.0,43865.0,60374.0,0,21803.0,36544.0,84019.0,54414.0,82337.0,133613.0,192208.0,412522.0,95,97.0,98.0,99.0,100.0,100.0,100.0,99.0,98.0
317,Wijnaldum,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,16.0,13.0,6.0,30.0,12.0,10.0,7.0,5.0,7,16.0,13.0,6.0,30.0,12.0,10.0,7.0,5.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2,3.3,11.0,2.6,8.3,1.2,0.7,0.8,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32164,37360.0,36427.0,37067.0,36679.0,55271.0,57499.0,62305.0,92486.0,3,3.0,3.0,2.0,9.0,3.0,2.0,2.0,1.0,0,-1534.0,-2847.0,-1128.0,-1954.0,14249.0,1460.0,3190.0,25261.0,0,3097.0,2526.0,2883.0,2216.0,17740.0,6695.0,7930.0,31973.0,0,4631.0,5373.0,4011.0,4170.0,3491.0,5235.0,4740.0,6712.0,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
318,Salah,253,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,22.0,28.0,7.0,7.0,18.0,8.0,1.0,26.0,20,22.0,28.0,7.0,7.0,18.0,8.0,1.0,26.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,16.9,15.3,20.3,4.1,12.2,9.7,7.5,3.3,13.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2478960,2799491.0,2892383.0,2995784.0,2754458.0,2419608.0,2330574.0,1992452.0,1681931.0,8,9.0,8.0,2.0,2.0,8.0,2.0,3.0,8.0,0,38860.0,5370.0,32547.0,-261759.0,-352832.0,-106042.0,-338250.0,-321994.0,0,69743.0,80831.0,79082.0,35679.0,21189.0,22128.0,7940.0,34581.0,0,30883.0,75461.0,46535.0,297438.0,374021.0,128170.0,346190.0,356575.0,130,130.0,130.0,130.0,130.0,130.0,129.0,129.0,128.0
319,Milner,254,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,41.0,12.0,20.0,22.0,11.0,12.0,3.0,11.0,26,41.0,12.0,20.0,22.0,11.0,12.0,3.0,11.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.9,4.4,8.7,6.3,5.6,3.5,1.8,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14696,58848.0,171078.0,245784.0,349391.0,393002.0,372246.0,367484.0,263165.0,6,11.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,0,22054.0,86507.0,63423.0,83557.0,37270.0,-21841.0,-8809.0,-103005.0,0,27231.0,106185.0,90997.0,123595.0,70473.0,23825.0,22748.0,7538.0,0,5177.0,19678.0,27574.0,40038.0,33203.0,45666.0,31557.0,110543.0,55,55.0,55.0,56.0,56.0,57.0,57.0,57.0,57.0
320,Fabinho,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51015,45029.0,38053.0,32381.0,29512.0,27965.0,26828.0,26275.0,26205.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-9465.0,-8786.0,-6730.0,-3893.0,-2031.0,-1492.0,-830.0,-492.0,0,1462.0,1045.0,582.0,606.0,407.0,237.0,204.0,683.0,0,10927.0,9831.0,7312.0,4499.0,2438.0,1729.0,1034.0,1175.0,60,59.0,58.0,57.0,57.0,56.0,56.0,56.0,56.0
